Protest Name,Country Name,Date,Locality Name,School Name,Description of Protest,Primary Source,Additional Sources,LAT,LONG,Geographic Context (F1),Protest Location (F2),Event Type (F3),Actors Involved (F4),Causes (F5),Targets (F6),Characteristics (F7),unique-key
South Africa-June-2007,South Africa,14-Jun-07,,Congress of South African Trade Unions,Medical and Teaching fraternities are striking for higher wages.,http://www.lexisnexis.com/lnacui2api/results/docview/docview.do?docLinkInd=true&risb=21_T28081180628&format=GNBFI&sort=RELEVANCE&startDocNo=126&resultsUrlKey=29_T28081180632&cisb=22_T28081180631&treeMax=true&treeWidth=0&csi=312418&docNo=138,http://news.bbc.co.uk/2/hi/africa/6747061.stm,-30.559482,22.937506,Major Urban Area,Secondary School,Strike OR Boycott,"Teachers or Academic Staff,Community Members","School staff working conditions (salaries, security)",Federal government,,South Africa-130
South Africa-September-2018,South Africa,18-Sep-18,Johannesburg,North West Secondary School,Teachers speak out against lack of protection within schools.,https://www.news24.com/SouthAfrica/News/sadtu-threatens-to-strike-if-teachers-arent-protected-in-schools-20180918-2,,-26.146577,28.0833454,Capital City,Secondary School,,,,,"Non-lethal violence (e.g., tear gas, rubber bullets)",South Africa-147
South Africa-September-2014,South Africa,23-Sep-14,Mbombela,Tshwane University of Technology,Students set 18 cars on fire in protest over 10% increase in class fees. Campus closing following violent protests. Students protesting a 10% increase in school fees.,https://lowvelder.co.za/224763/local-tut-campus-also-closes-due-student-protest/,,-25.499896,30.9561255,Capital City,College or University,"Protest or demonstration,Vandalism or property damage,School closure",Students,School fees,School authority,,South Africa-69
South Africa-September-2017,South Africa,19-Sep-17,Cape Town,Cape Town University,"""Lone protester"" attempts to shut school down. Student allegedly affiliated to protests against outsourcing workers on campus.",https://www.timeslive.co.za/news/south-africa/2017-09-19-lone-protester-tries-to-shut-down-uct/,,-33.957652,18.4611991,Capital City,College or University,Protest or demonstration,Students,,School authority,"Non-lethal violence (e.g., tear gas, rubber bullets)",South Africa-14
South Africa-October-2015,South Africa,21-Oct-15,Cape Town; Johannesburg,Parliament of Republic of South Africa Building,Hundreds of students stormed parliament precinct in Cape Town to protest school fees increase,https://www.abc.net.au/news/2015-10-22/south-african-police-hurl-teargas-at-student-protesters/6874924,,-26.204103,28.0473051,Capital City,Government Property,Protest or demonstration,Students,School fees,Federal government,,South Africa-77
South Africa-March-2008,South Africa,12-Mar-08,Bloemfontein,University of the Free State,"More than 300 students gather in central Tswane to stage a protest against racism and the slow pace of transformation in high education. On the same day, workers at Free State demonstrated outside the main building of the university.",http://www.universityworldnews.com/article.php?story=20080321154425687,,-29.108359,26.1803685,Capital City,Public Space,"Protest or demonstration,March","Students,Non-academic staff",Accreditation or other school policies,School authority,"Non-lethal violence (e.g., tear gas, rubber bullets),Injury occurred",South Africa-143
South Africa-February-2009,South Africa,12-Feb-09,Pretoria,"Tshwane University of Technology,Pretoria campus","Students and a journalist were injured by police during a protest. The protest was organized by  National Education, Health and Allied Workers' Union (NEHAWU),",https://www.sanews.gov.za/features/tut-staff-students-injured-protest-march,,-25.732208,28.1618717,Capital City,College or University,Protest or demonstration,Students,Other,,,South Africa-119
South Africa-July-2015,South Africa,30-Jul-15,Johannesburg,Ekurhuleni West College,Students protest after receiving letters that bursar won't pay their fees because the bursary funds have been depleted.,https://kemptonexpress.co.za/82106/police-monitor-student-protest-at-ewc/,,-26.209477,28.1570424,Capital City,College or University,Protest or demonstration,Students,School fees,School authority,,South Africa-27
South Africa-January-2014,South Africa,27-Jan-14,Johannesburg,University of Johannesburg,"""Student demonstrating at University over ""financial exclusion"". The students say they want funding made available before cut off date of registration.",http://ewn.co.za/2014/01/27/UJ-students-demonstrate-over-funding,https://northcliffmelvilletimes.co.za/172008/no-registration-for-uj-nsfas-students/,-26.179221,28.0090104,Capital City,College or University,Protest or demonstration,Students,School fees,School authority,Arrest or detention,South Africa-86
South Africa-February-2015,South Africa,13-Feb-15,Cape Town,Cape Peninsula University of Technology,Management refused to allow students to register for classes without paying fees for previous years. Students claim they have no money.,http://www.vocfm.co.za/cput-src-agree-resolutions-after-protest/,,-33.932421,18.6406446,Capital City,College or University,Protest or demonstration,Students,School fees,School authority,,South Africa-13
South Africa-August-2010,South Africa,27-Aug-10,Johannesburg,Johannesburg,Teachers and other public service workers strike for over 9 days calling for their wages to be paid.,http://www.lexisnexis.com/lnacui2api/results/docview/docview.do?docLinkInd=true&risb=21_T28081180628&format=GNBFI&sort=RELEVANCE&startDocNo=176&resultsUrlKey=29_T28081180632&cisb=22_T28081180631&treeMax=true&treeWidth=0&csi=10939&docNo=183,https://www.thetimes.co.uk/article/thousands-take-to-streets-as-unions-threaten-shutdown-of-rainbow-nation-qnxpk3jshjd,-26.204103,28.0473051,Capital City,Public Space,Strike OR Boycott,"Teachers or Academic Staff,Community Members","School staff working conditions (salaries, security)",Federal government,,South Africa-131
South Africa-September-2018,South Africa,20-Sep-18,Johannesburg,Montash South Africa,Protest of 150 students prompted by the proposal for their school to be acquired by ADvTECH.,https://roodepoortnorthsider.co.za/282463/monash-students-protest-sale-school/,https://roodepoortnorthsider.co.za/281803/monash-south-africa-students-furious-over-change/,-26.083342,27.876455,Capital City,College or University,Protest or demonstration,Students,Accreditation or other school policies,Private entity,"Non-lethal violence (e.g., tear gas, rubber bullets)",South Africa-111
South Africa-September-2017,South Africa,19-Sep-17,Cape Town,Masibambane High School,Student protest against the school's hair and clothing protest. The student demonstrated amid violent taxi strikes in the area on monday.,https://ewn.co.za/2017/09/19/masibambane-school-learners-protest-hair-policy,,-33.843821,18.7489844,Capital City,Secondary School,Protest or demonstration,Students,Accreditation or other school policies,School authority,,South Africa-159
South Africa-February-2008,South Africa,29-Feb-08,Bloemfontein,University of the Free State,Student protest organized by the SRC to condemn the racist incident at Free State.,https://www.news.uct.ac.za/article/-2008-02-29-vc-joins-students-in-protest,,-29.108359,26.1803685,Capital City,College or University,Protest or demonstration,Students,accreditation or other school policies,School authority,"Non-lethal violence (e.g., tear gas, rubber bullets)",South Africa-145
South Africa-February-2015,South Africa,4-Feb-15,Johannesburg,"Tshwane University of Technology,Soshanguve Campus","Students protest over funding.The source notes: ""A group of protesters started marching from the side of the school. They came running to students chilling outside. They tried running away, but some of them were forced to join the march,” one of the students told City Press.""The school closed as a result of this protest.",http://www.news24.com/SouthAfrica/News/TUT-closed-as-students-protest-over-funding-20150204,,-25.540259,28.0968946,Capital City,College or University,Protest or demonstration,Students,School fees,Federal government,school closure,South Africa-71
South Africa-September-2016,South Africa,30-Sep-16,Johannesburg,Congress of South African Schools,COSAS marched to Johannesburg stock exchange to protest cost of tertiary education.,https://sandtonchronicle.co.za/166152/the-youth-want-to-be-heard,,-26.204103,28.0473051,Capital City,Public Space,"Protest or demonstration,March",Students,"School fees, accreditation or other school policies",School authority,"Non-lethal violence (e.g., tear gas, rubber bullets),Arrest or detention",South Africa-19
South Africa-October-2007,South Africa,3-Oct-07,Johannesburg,Univeristy of Witwatersrant,Student stormed lecture halls to disrupt classes. Protesting school fees. Police were called and fired rubber bullets at students.Nearly 500 students reported at protest.,https://mg.co.za/article/2007-10-03-chaos-at-wits-during-student-protests,,-26.191689,28.0327614,Capital City,College or University,Protest or demonstration,Students,School fees,School authority,"Non-lethal violence (e.g., tear gas, rubber bullets)",South Africa-74
South Africa-September-2014,South Africa,9-Sep-14,Cape Town,Cape Peninsula University of Technology,"Students ambushed guards during a protest. The students were protesting ""the removal of a private security from campus and an insistence by student leaders that in -sourced workers [left their positions].",https://www.timeslive.co.za/news/south-africa/2017-08-31-cput-guard-sustains-head-injury-in-student-protest/,,-33.932421,18.6406446,Capital City,College or University,Protest or demonstration,Students,Accreditation or other school policies,School authority,,South Africa-116
