Protest Name,Country Name,Date,Locality Name,Geographic Context (F1),School Name,Protest Location (F2),Description of Protest,Primary Source,Additional Sources,Event Type (F3),Actors Involved (F4),Causes (F5),Targets (F6),Characteristics (F7),LAT,LONG
South Africa-October-2016,South Africa,"October 5, 2016",Johannesburg,Capital City,Univeristy of Witwatersrand,College or University,Protesting students are teargassed by police.,https://www.news24.com/SouthAfrica/News/police-have-become-the-piggy-in-the-middle-during-student-protests-iss-20161005,,Protest,Students,School fees,School authority,Non-lethal violence,-26.191689,28.0327614
South Africa-March-2015,South Africa,"March 6, 2015",Cape Town,Capital City,Phillippi High School,Secondary School,Students gathered to demand school buildings. They were being forced to attend school in containers. The Public Order Police arrived and fired stun grenades. 300 students attended protest.,https://www.enca.com/south-africa/panic-injuries-school-protest,,Protest,Students,School quality,School authority,,-34.01598,18.5965339
South Africa-September-2016,South Africa,"September 27, 2016",Bloemfontein,Capital City,University of Free State's,College or University,Students shut down university over school fees protest.,http://www.bloemfonteincourant.co.za/students-protest-bloemfontein/,https://www.youtube.com/watch?v=M7jfsmLE8U8,Protest,Students,School fees,Federal government,School closure,-29.108359,26.1803685
South Africa-October-2016,South Africa,"October 21, 2016",Cape Town,Capital City,"Oaklands,Thandokhulu,Khanyisa,Walmer High Schools","Secondary School,Public Space",Over 100 high school student brought traffic to a halt during a protest for better safety and sanitation at their schooos.,https://www.groundup.org.za/article/high-school-students-protest-over-safety-and-sanitation/,,"Protest, Road block / occupation",Students,School quality,Federal government,,-33.94582,18.470313
South Africa-August-2018,South Africa,"August 23, 2018",Cape Town,Capital City,Parliament of Republic of South Africa Building,Government Property,Protesters gathered outside Parliament to demand amnesty for those accused in connection with #FeesMustFall protests.,https://www.news24.com/Video/SouthAfrica/News/watch-feesmustfall-protesters-demand-presidential-pardon-at-parliament-20180823,,Protest,"Students,Community members",School fees,Federal government,Non-lethal violence,-33.924869,18.4240553
South Africa-September-2017,South Africa,"September 11, 2017",Cape Town,Capital City,Cape Peninsula University,College or University,School violence erupted as students tried to stop others from writing their exams.,https://www.enca.com/south-africa/in-pictures-cput-on-protest-alert,http://www.bizcommunity.com/Forum/196/98/8115.html,Protest,Students,Accreditation / school policies,School authority,Non-lethal violence,-33.932421,18.6406446
South Africa-May-2014,South Africa,"May 7, 2014",Cape Town,Capital City,Sizimisele Technical High School,"Secondary School,Public Space",300 students protest in city centre over lack of teachers. The police were called and met the student's at the train stations.,https://www.groundup.org.za/article/police-clash-high-school-students-cape-town-province-agrees-demands/,,"Protest,March",Students,School quality,Regional government,Non-lethal violence,-34.051846,18.692207
South Africa-February-2016,South Africa,"February 25, 2016",Mafikeng,Capital City,North-West Univesity,College or University,Students burned a building in protest against students having their breasts groped by male teachers (when searching for phones).,http://www.dailymail.co.uk/news/article-3464350/University-buildings-burned-students-protesting-teachers-regularly-groped-pupils-breasts-pretending-search-mobile-phones-South-Africa.html,https://www.iol.co.za/capetimes/news/student-protest-damage-r300m-2009246,Property damage,Students,Violence against women,,,-25.82543,25.61108
South Africa-March-2017,South Africa,"March 8, 2017",Johannesburg,Capital City,University of Witwatersrand,College or University,"Student protesting high costs of school. During protest students clash with police and the police arrested some students. Tear gas, rubber bullets, and stun guns were used on students",https://www.theatlantic.com/education/archive/2017/03/the-violent-fight-for-education/518829/,,,,,,,-26.191689,28.0327614
South Africa-April-2013,South Africa,"April 19, 2013",Johannesburg,Capital City,Univeristy of Witwatersrant,College or University,Student protest against sexual violence. Students protest to show solidarity with rape survivors,https://www.ru.ac.za/studentaffairs/latestnews/witsjoinssilentprotestagainstrape.html,,Protest,Students,Solidarity protest,,,-26.191689,28.0327614
South Africa-April-2016,South Africa,"April 20, 2016",Johannesburg,Capital City,Ekurhuleni West College,College or University,"Students protest grievances over shortage of books, computers, lecturers who are not committed, accommodation fees and transportation fees",https://kemptonexpress.co.za/112958/17-ke-gen-protest-al/,https://www.youtube.com/watch?time_continue=2&v=BXFojI6c2co,Protest,Students,"School fees,School quality,Accreditation / school policies",School authority,School closure,-26.209477,28.1570424
South Africa-August-2017,South Africa,"August 25, 2017",Pretoria,Capital City,Hoerskool Pretoria West,Secondary School,"Student protesting the school ban on wearing ""skinny pants"" at school.",http://www.huffingtonpost.co.za/2017/08/28/skinny-pants-a-security-threat-to-our-schools-says-lesufi-after-pupils-boycott-classes-in-protest_a_23187921/,https://www.timeslive.co.za/news/south-africa/2017-08-28-school-shows-pupils-who-wears-the-pants-after-protests/,Protest,Students,Accreditation / school policies,School authority,"Non-lethal violence,Injury occurred",-25.740615,28.1575929
South Africa-September-2016,South Africa,"September 22, 2016",Port Elizabeth,Major Urban Area,Nelson Mandela Metropolitan University,College or University,School closure after FeesMustFall protest,http://www.lexisnexis.com/lnacui2api/results/docview/docview.do?docLinkInd=true&risb=21_T28081180628&format=GNBFI&sort=RELEVANCE&startDocNo=26&resultsUrlKey=29_T28081180632&cisb=22_T28081180631&treeMax=true&treeWidth=0&csi=407676&docNo=39,https://www.nation.co.ke/news/africa/1066-3390028-g6n6ptz/index.html,Property damage,Students,School fees,Federal government,School closure,-34.000994,25.6714865
South Africa-August-2016,South Africa,"August 30, 2016",Port Elizabeth,Major Urban Area,Lawson Brown High School,Secondary School,"Students protest after told they were not allowed to sit for exams if wearing braids or afros. Told to ""relax"" hair if they wanted to take exams",https://www.iol.co.za/news/south-africa/eastern-cape/now-pe-high-school-hit-by-protests-over-hair-2062449,,Protest,Students,Ethnic issues,School authority,,-33.948796,25.6003293
South Africa-August-2016,South Africa,"August 29, 2016",Praetoria,Major Urban Area,Pretoria High,Secondary School,Student protesting high schools policy banning afro hairstyle.  Citing girls being forced to chemically straighten their hair.,https://www.theguardian.com/world/2016/aug/29/south-africa-pretoria-high-school-for-girls-afros,https://www.washingtonpost.com/world/africa/protests-over-black-girls-hair-rekindle-debate-about-racism-in-south-africa/2016/09/02/27f445da-6ef4-11e6-993f-73c693a89820_story.html?noredirect=on&utm_term=.1bff7f4fe522,"Protest,Online activism",Students,Accreditation / school policies,School authority,,-25.744574,28.1873963
South Africa-January-2018,South Africa,"January 19, 2018",Vereeniging,Major Urban Area,Hoërskook Overaal,Secondary School,Protests began outside the school around the school's language policy.  High Court ruled that the school didn't have the capacity to accommodate 55 English speaking students,http://ewn.co.za/2018/01/22/church-body-calls-for-safety-for-hoerskool-overvaal-pupils,https://www.news24.com/SouthAfrica/News/ending-the-language-of-violence-20180121-2,Protest,,School quality,,,-26.604317,27.9122101
South Africa-September-2016,South Africa,"September 16, 2016",Limpopo,Major Urban Area,Luthuli Park Combined School; Chief Albert Luthuli Smart School,Government Property,Community protest over school status. School in lots of debt.,http://www.observer.co.za/protest-action-closest-to-home/,,Protest,"Students,Parents / Guardians,Community members","School quality,Accreditation / school policies","School authority,Local government",,-23.401295,29.4179324
South Africa-May-2015,South Africa,"May 15, 2015",Limpopo,Major Urban Area,"Limpopo FET,Seshego Campus",College or University,Students protesting because of student funding and outstanding academic results,https://southlandssun.co.za/40296/swinton-road-students-protest-for-allowances/,,Protest,Students,Accreditation / school policies,School authority,,-23.843201,29.3916883
South Africa-May-2016,South Africa,"May 12, 2016",Vanderbijlpark,Major Urban Area,Vaal Unviersity of Technology,College or University,"Students protest over theft on campus. They stopped people from entering admin offices, sang outside and  burnt mattresses and vehicles in the streets.",http://www.dailysun.co.za/News/National/vaal-students-protest-over-residence-theft-20160511,,"Protest,Property damage,March",Students,Accreditation / school policies,School authority,,-26.710505,27.862479
